,institution,uoa,case_count,4*,3*,2*,1*,staff,intensity
1443,university of northumbria at newcastle,"architecture, built environment and planning",3,26.7,10,63.3,0,18.2,14.472527472527473
1444,university of northumbria at newcastle,"geography, environmental studies and archaeology",3,0,46.7,53.3,0,19.0,12.98421052631579
1445,university of northumbria at newcastle,general engineering,3,0,36.7,63.3,0,23.0,10.291304347826086
1446,university of northumbria at newcastle,english language and literature,3,0,50,40,10,29.0,8.275862068965518
1447,university of northumbria at newcastle,law,2,0,30,70,0,13.7,16.78832116788321
1448,university of northumbria at newcastle,"sport and exercise sciences, leisure and tourism",2,0,20,60,20,13.8,14.492753623188404
1449,university of northumbria at newcastle,computer science and informatics,2,0,20,40,40,13.0,13.846153846153847
1450,university of northumbria at newcastle,social work and social policy,2,0,40,40,20,30.6,7.18954248366013
1451,university of northumbria at newcastle,"allied health professions, dentistry, nursing and pharmacy",2,60,32,8,0,44.2,7.963800904977375
1452,university of northumbria at newcastle,mathematical sciences,2,0,30,50,20,14.0,15.0
1453,university of nottingham,"agriculture, veterinary and food science",12,46.7,36.6,10,0,111.45,2.84073575594437
1454,university of nottingham,clinical medicine,11,71.8,28.2,0,0,103.7,3.585342333654773
1455,university of nottingham,business and management studies,10,52,32,16,0,89.2,3.7668161434977576
1456,university of nottingham,biological sciences,10,44,48,8,0,90.86,3.6979969183359014
1457,university of nottingham,"allied health professions, dentistry, nursing and pharmacy",8,100,0,0,0,44.1,9.070294784580499
1458,university of nottingham,"allied health professions, dentistry, nursing and pharmacy",8,84,16,0,0,37.8,10.15873015873016
1459,university of nottingham,modern languages and linguistics,7,44.3,38.6,17.1,0,57.7,5.670710571923743
1460,university of nottingham,general engineering,7,47.5,42.5,10,0,149.1,2.263581488933602
1461,university of nottingham,area studies,6,63.3,36.7,0,0,19.5,18.630769230769232
1462,university of nottingham,area studies,6,10,76.7,13.3,0,22.0,13.486363636363638
1463,university of nottingham,physics,6,73.3,26.7,0,0,54.56,6.842008797653958
1464,university of nottingham,"psychology, psychiatry and neuroscience",6,60,13.3,26.7,0,53.2,6.265037593984961
1465,university of nottingham,"geography, environmental studies and archaeology",6,0,90,10,0,13.0,22.307692307692307
1466,university of nottingham,"geography, environmental studies and archaeology",6,8,36,40,16,40.9,5.770171149144255
1467,university of nottingham,law,6,53.3,46.7,0,0,45.53,7.759718866681309
1468,university of nottingham,english language and literature,5,60,32,8,0,41.95,8.39094159713945
1469,university of nottingham,mathematical sciences,5,30,63.3,6.7,0,54.85,5.894257064721968
1470,university of nottingham,economics and econometrics,5,18,74,8,0,35.0,8.857142857142858
1471,university of nottingham,social work and social policy,4,60,40,0,0,33.0,10.909090909090908
1472,university of nottingham,politics and international studies,4,30,50,20,0,33.3,9.30930930930931
1473,university of nottingham,"public health, health services and primary care",4,80,20,0,0,33.02,11.50817686250757
1474,university of nottingham,history,4,40,20,40,0,29.0,10.344827586206897
1475,university of nottingham,"communication, cultural and media studies, library and information management",3,26.7,60,13.3,0,16.0,19.587500000000002
1476,university of nottingham,education,3,100,0,0,0,24.6,16.260162601626014
1477,university of nottingham,theology and religious studies,3,13.3,73.4,13.3,0,15.71,19.09611712285169
1478,university of nottingham,"architecture, built environment and planning",3,0,100,0,0,24.0,12.5
1479,university of nottingham,chemistry,3,26,66,8,0,42.0,7.571428571428571
1480,university of nottingham,"music, drama, dance and performing arts",2,20,80,0,0,10.5,30.476190476190474
1481,university of nottingham,computer science and informatics,2,48,52,0,0,42.85,8.121353558926488
1482,university of nottingham,philosophy,2,10,70,20,0,13.0,22.307692307692307
1483,university of nottingham,"art and design: history, practice and theory",2,0,30,30,0,9.0,16.666666666666668
1484,university of nottingham,classics,2,40,60,0,0,14.0,24.285714285714285
1485,university of nottingham archaeology,"geography, environmental studies and archaeology",1,,,,,,
1486,university of oxford,clinical medicine,25,82.4,17.6,0,0,238.51,1.6032870739172365
1487,university of oxford,biological sciences,23,61.7,36.6,1.7,0,223.8,1.6085790884718498
1488,university of oxford,history,14,44.3,47.1,5.7,2.9,130.05,2.559015763168012
1489,university of oxford,modern languages and linguistics,13,24.6,37.7,19.2,12.3,116.75,2.2458244111349037
1490,university of oxford,mathematical sciences,13,87.5,12.5,0,0,148.6,2.607671601615074
1491,university of oxford,anthropology and development studies,12,34.3,60,5.7,0,55.8,5.888888888888888
1492,university of oxford,anthropology and development studies,12,60,32,8,0,44.13,7.976433265352368
1493,university of oxford,physics,12,41.5,43.1,15.4,0,124.7,2.615076182838813
1494,university of oxford,law,12,60,33.3,6.7,0,108.88,3.2448567229977954
1495,university of oxford,"psychology, psychiatry and neuroscience",11,85.5,14.5,0,0,98.3,3.9216683621566633
1496,university of oxford,english language and literature,10,60,40,0,0,87.79,4.100694839958993
1497,university of oxford,"geography, environmental studies and archaeology",10,40,60,0,0,33.33,10.201020102010201
1498,university of oxford,"geography, environmental studies and archaeology",10,36.7,43.3,20,0,53.85,5.8811513463324046
1499,university of oxford,chemistry,9,55.6,35.5,8.9,0,83.9,4.132300357568534
1500,university of oxford,economics and econometrics,9,64.4,22.3,13.3,0,83.9,4.184743742550656
1501,university of oxford,classics,8,65,30,5,0,68.65,5.243991260014567
1502,university of oxford,philosophy,8,60,20,20,0,71.5,4.755244755244755
1503,university of oxford,area studies,8,40,35,15,10,71.1,4.289732770745429
1504,university of oxford,computer science and informatics,7,60,20,10,0,73.5,4.35374149659864
1505,university of oxford,politics and international studies,7,86.7,13.3,0,0,76.65,5.045009784735813
1506,university of oxford,"public health, health services and primary care",6,90,10,0,0,47.7,8.176100628930817
1507,university of oxford,education,5,84,16,0,0,39.22,9.790922998470169
1508,university of oxford,business and management studies,5,44,48,8,0,42.1,7.980997624703088
1509,university of oxford,earth systems and environmental sciences,5,18,66,16,0,36.45,8.285322359396433
1510,university of oxford,general engineering,5,84,12,4,0,93.79,4.051604648683228
1511,university of oxford,sociology,4,60,30,10,0,32.85,10.6544901065449
1512,university of oxford,theology and religious studies,4,40,20,30,10,32.7,8.868501529051986
1513,university of oxford,"music, drama, dance and performing arts",3,36.7,63.3,0,0,20.25,16.62716049382716
1514,university of oxford,"art and design: history, practice and theory",2,20,60,20,0,9.0,33.333333333333336
1515,university of oxford,"electrical and electronic engineering, metallurgy and materials",2,90,10,0,0,34.12,11.430246189917938
1516,university of oxford department of social policy and intervention,social work and social policy,4,,,,,,
1517,university of plymouth,"agriculture, veterinary and food science",3,40,23.3,36.7,0,24.45,12.404907975460123
1518,university of plymouth,"psychology, psychiatry and neuroscience",3,40,40,20,0,30.8,10.38961038961039
1519,university of portsmouth,business and management studies,5,58,42,0,0,41.4,8.647342995169083
1520,university of portsmouth,area studies,4,40,44,16,0,39.4,8.223350253807107
1521,university of portsmouth,earth systems and environmental sciences,4,10,90,0,0,25.73,12.048192771084338
1522,university of portsmouth,physics,3,13.3,50,36.7,0,16.3,16.969325153374236
1523,university of portsmouth,"psychology, psychiatry and neuroscience",3,53.3,46.7,0,0,19.9,17.753768844221106
1524,university of portsmouth,social work and social policy,3,13.3,13.4,73.3,0,23.1,10.38961038961039
1525,university of portsmouth,"allied health professions, dentistry, nursing and pharmacy",3,46.7,53.3,0,0,23.8,14.567226890756302
1526,university of portsmouth,"aeronautical, mechanical, chemical and manufacturing engineering",3,0,50,50,0,18.0,13.88888888888889
1527,university of portsmouth,"communication, cultural and media studies, library and information management",2,60,40,0,0,11.0,32.72727272727273
1528,university of portsmouth,"public health, health services and primary care",2,10,70,20,0,8.3,34.93975903614457
1529,university of portsmouth,computer science and informatics,2,40,60,0,0,13.0,26.153846153846153
1530,university of portsmouth,"geography, environmental studies and archaeology",2,20,40,40,0,11.0,25.454545454545453
1531,university of portsmouth,english language and literature,2,0,30,70,0,12.5,18.4
1532,university of portsmouth,mathematical sciences,2,0,80,20,0,11.0,25.454545454545453
1533,university of portsmouth,"sport and exercise sciences, leisure and tourism",1,50,50,0,0,7.5,46.666666666666664
1534,university of reading,earth systems and environmental sciences,9,51.1,48.9,0,0,75.68,4.639270613107822
1535,university of reading,"agriculture, veterinary and food science",8,85,15,0,0,73.0,5.273972602739726
1536,university of reading,"geography, environmental studies and archaeology",6,0,86.7,13.3,0,19.0,15.089473684210528
1537,university of reading,"geography, environmental studies and archaeology",6,0,50,50,0,21.8,11.46788990825688
1538,university of reading,business and management studies,5,60,40,0,0,40.0,9.0
1539,university of reading,"psychology, psychiatry and neuroscience",5,68,32,0,0,40.15,9.16562889165629
1540,university of reading,"art and design: history, practice and theory",4,20,50,30,0,11.4,25.43859649122807
1541,university of reading,"art and design: history, practice and theory",4,70,30,0,0,8.2,45.1219512195122
1542,university of reading,english language and literature,4,10,60,30,0,27.0,10.37037037037037
1543,university of reading,"architecture, built environment and planning",4,70,30,0,0,34.9,10.601719197707737
1544,university of reading,law,4,0,60,40,0,26.2,9.923664122137405
1545,university of reading,mathematical sciences,4,10,90,0,0,26.5,11.69811320754717
1546,university of reading,"electrical and electronic engineering, metallurgy and materials",3,13.3,36.7,36.7,13.3,17.2,14.534883720930235
1547,university of reading,politics and international studies,3,13.3,66.7,20,0,16.0,18.33125
1548,university of reading,biological sciences,3,26.7,46.6,26.7,0,20.6,14.563106796116504
1549,university of reading,"allied health professions, dentistry, nursing and pharmacy",3,0,50,50,0,23.2,10.775862068965518
1550,university of reading,education,3,53.3,10,36.7,0,15.6,20.294871794871796
1551,university of reading,modern languages and linguistics,3,80,20,0,0,21.71,17.50345462920313
1552,university of reading,chemistry,3,0,50,50,0,22.0,11.363636363636363
1553,university of reading,history,3,13.3,73.4,13.3,0,16.2,18.518518518518523
1554,university of reading,"music, drama, dance and performing arts",2,0,70,30,0,10.0,27.0
1555,university of reading,philosophy,2,0,20,80,0,11.2,19.642857142857142
1556,university of reading,classics,2,30,70,0,0,12.5,26.4
1557,university of roehampton,"music, drama, dance and performing arts",4,,,,,,
1558,university of roehampton,history,2,,,,,,
1559,university of roehampton,"communication, cultural and media studies, library and information management",2,,,,,,
1560,university of roehampton,theology and religious studies,2,,,,,,
1561,university of roehampton,education,2,,,,,,
1562,university of roehampton,modern languages and linguistics,2,,,,,,
1563,university of roehampton,"allied health professions, dentistry, nursing and pharmacy",2,,,,,,
1564,university of roehampton,"psychology, psychiatry and neuroscience",2,,,,,,
1565,university of roehampton,anthropology and development studies,2,,,,,,
1566,university of roehampton,business and management studies,2,,,,,,
1567,university of roehampton,english language and literature,2,,,,,,
1568,university of roehampton,sociology,2,,,,,,
1569,university of salford,"architecture, built environment and planning",6,13.3,73.4,13.3,0,48.8,6.147540983606559
1570,university of salford,"allied health professions, dentistry, nursing and pharmacy",5,8,58,34,0,42.1,6.5083135391923985
1571,university of salford,"communication, cultural and media studies, library and information management",3,13.3,50,36.7,0,16.8,16.464285714285715
1572,university of salford,business and management studies,3,40,46.7,13.3,0,17.0,19.21764705882353
1573,university of salford,biological sciences,3,0,53.3,46.7,0,24.2,10.46694214876033
1574,university of salford,"electrical and electronic engineering, metallurgy and materials",3,0,13.3,46.7,26.7,15.55,10.289389067524116
1575,university of salford,modern languages and linguistics,2,0,0,80,20,10.6,16.9811320754717
1576,university of salford,"music, drama, dance and performing arts",2,0,0,100,0,11.8,16.94915254237288
1577,university of salford,computer science and informatics,2,0,90,10,0,13.0,22.307692307692307
1578,university of salford,"art and design: history, practice and theory",2,40,40,20,0,9.6,33.333333333333336
1579,university of salford,"geography, environmental studies and archaeology",2,20,20,60,0,12.2,21.311475409836067
1580,university of salford,social work and social policy,2,50,50,0,0,9.5,36.8421052631579
1581,university of salford,english language and literature,2,0,40,60,0,11.2,21.42857142857143
1582,university of sheffield,"allied health professions, dentistry, nursing and pharmacy",11,20,80,0,0,33.2,9.638554216867469
1583,university of sheffield,"allied health professions, dentistry, nursing and pharmacy",11,88.6,11.4,0,0,64.66,6.009897927621404
1584,university of sheffield,"public health, health services and primary care",8,95,5,0,0,74.32,5.314854682454253
1585,university of sheffield,clinical medicine,7,74.3,25.7,0,0,63.95,5.853010164190773
1586,university of sheffield,"geography, environmental studies and archaeology",6,40,60,0,0,17.6,19.318181818181817
1587,university of sheffield,"geography, environmental studies and archaeology",6,36.7,63.3,0,0,24.9,13.522088353413656
1588,university of sheffield,biological sciences,5,52,48,0,0,44.9,7.839643652561247
1589,university of sheffield,modern languages and linguistics,5,50,50,0,0,33.2,10.542168674698795
1590,university of sheffield,modern languages and linguistics,5,80,20,0,0,7.0,54.285714285714285
1591,university of sheffield,"aeronautical, mechanical, chemical and manufacturing engineering",5,26,74,0,0,44.6,7.309417040358744
1592,university of sheffield,"aeronautical, mechanical, chemical and manufacturing engineering",5,30,50,20,0,30.0,10.333333333333334
1593,university of sheffield,"electrical and electronic engineering, metallurgy and materials",5,50,50,0,0,34.8,10.057471264367816
1594,university of sheffield,"electrical and electronic engineering, metallurgy and materials",5,0,80,20,0,34.8,8.045977011494253
1595,university of sheffield,english language and literature,5,52,48,0,0,39.05,9.014084507042254
1596,university of sheffield,civil and construction engineering,4,20,80,0,0,34.8,9.195402298850576
1597,university of sheffield,computer science and informatics,4,70,30,0,0,30.5,12.131147540983607
1598,university of sheffield,"architecture, built environment and planning",4,70,30,0,0,34.0,10.882352941176471
1599,university of sheffield,business and management studies,4,60,40,0,0,34.5,10.434782608695652
1600,university of sheffield,"psychology, psychiatry and neuroscience",4,60,40,0,0,34.45,10.449927431059505
1601,university of sheffield,history,4,60,20,20,0,27.45,12.386156648451731
1602,university of sheffield,politics and international studies,3,73.3,26.7,0,0,18.0,20.738888888888887
1603,university of sheffield,philosophy,3,23.3,50,26.7,0,19.2,15.447916666666666
1604,university of sheffield,social work and social policy,3,10,90,0,0,17.8,17.41573033707865
1605,university of sheffield,law,3,26.7,60,13.3,0,24.4,12.84426229508197
1606,university of sheffield,"communication, cultural and media studies, library and information management",3,60,40,0,0,22.3,16.143497757847534
1607,university of sheffield,earth systems and environmental sciences,3,26.7,60,13.3,0,23.9,13.112970711297073
1608,university of sheffield,mathematical sciences,3,40,60,0,0,34.0,10.0
1609,university of sheffield,"music, drama, dance and performing arts",2,60,40,0,0,12.42,28.985507246376812
1610,university of sheffield,area studies,2,0,70,30,0,14.0,19.285714285714285
1611,university of sheffield,general engineering,2,36.7,50,13.3,0,21.8,14.834862385321102
1612,university of sheffield,economics and econometrics,2,40,20,0,0,14.9,14.765100671140939
1613,university of sheffield,theology and religious studies,2,10,50,40,0,4.0,67.5
1614,university of sheffield,education,2,100,0,0,0,14.5,27.586206896551722
1615,university of sheffield,physics,2,10,60,30,0,30.0,9.333333333333334
1616,university of south wales,"music, drama, dance and performing arts",3,23.3,76.7,0,0,16.0,20.20625
1617,university of south wales,"psychology, psychiatry and neuroscience",2,0,0,60,0,9.2,13.043478260869566
1618,university of south wales,business and management studies,2,-,-,-,-,3.0,0.0
1619,university of south wales,"allied health professions, dentistry, nursing and pharmacy",2,0,40,60,0,7.4,32.43243243243243
1620,university of south wales,"sport and exercise sciences, leisure and tourism",2,0,10,50,40,7.0,24.285714285714285
1621,university of south wales,history,2,0,60,40,0,7.8,33.333333333333336
1622,university of south wales,computer science and informatics,2,20,20,60,0,13.5,19.25925925925926
1623,university of south wales,social work and social policy,2,80,10,10,0,14.4,25.694444444444443
1624,university of south wales,general engineering,2,0,0,60,40,14.5,11.03448275862069
1625,university of south wales,english language and literature,2,0,90,10,0,8.0,36.25
1626,university of south wales,mathematical sciences,2,0,60,0,40,9.2,23.91304347826087
1627,university of southampton,general engineering,20,54,36,10,0,192.23,1.7895229672787807
1628,university of southampton,clinical medicine,15,61.3,33.4,5.3,0,143.39,2.4827393821047496
1629,university of southampton,"electrical and electronic engineering, metallurgy and materials",9,54.4,32.3,13.3,0,84.25,4.0486646884273
1630,university of southampton,"geography, environmental studies and archaeology",7,50,50,0,0,20.9,16.74641148325359
1631,university of southampton,"geography, environmental studies and archaeology",7,30,50,20,0,32.0,9.6875
1632,university of southampton,earth systems and environmental sciences,7,65,25,0,0,68.62,4.881958612649373
1633,university of southampton,mathematical sciences,6,30,70,0,0,54.8,6.021897810218978
1634,university of southampton,computer science and informatics,5,84,16,0,0,44.2,8.687782805429864
1635,university of southampton,social work and social policy,5,34,34,24,8,41.0,7.170731707317073
1636,university of southampton,"allied health professions, dentistry, nursing and pharmacy",4,100,0,0,0,34.5,11.594202898550725
1637,university of southampton,business and management studies,4,40,60,0,0,34.4,9.883720930232558
1638,university of southampton,history,4,60,30,10,0,30.7,11.400651465798045
1639,university of southampton,"psychology, psychiatry and neuroscience",4,80,20,0,0,33.2,11.445783132530119
1640,university of southampton,physics,4,60,40,0,0,34.8,10.344827586206897
1641,university of southampton,"music, drama, dance and performing arts",3,100,0,0,0,22.53,17.75410563692854
1642,university of southampton,law,3,0,23.3,76.7,0,22.5,9.924444444444445
1643,university of southampton,modern languages and linguistics,3,50,50,0,0,24.5,14.285714285714286
1644,university of southampton,education,3,76.7,23.3,0,0,22.0,17.122727272727275
1645,university of southampton,economics and econometrics,3,10,50,40,0,21.8,12.38532110091743
1646,university of southampton,english language and literature,3,23.3,50,26.7,0,24.8,11.959677419354836
1647,university of southampton,philosophy,2,0,30,70,0,12.0,19.166666666666668
1648,university of southampton,politics and international studies,2,0,60,40,0,13.54,19.202363367799116
1649,university of southampton,"public health, health services and primary care",2,50,50,0,0,10.5,33.333333333333336
1650,university of southampton,chemistry,2,50,42,8,0,44.8,7.633928571428572
1651,university of southampton,"art and design: history, practice and theory",2,0,70,30,0,10.2,26.47058823529412
1652,university of southampton,biological sciences,1,40,60,0,0,34.8,9.770114942528737
1653,university of st andrews,biological sciences,6,90,10,0,0,50.45,7.730426164519326
1654,university of st andrews,history,4,58,42,0,0,37.13,9.64179908429841
1655,university of st andrews,english language and literature,4,90,10,0,0,28.0,13.928571428571429
1656,university of st andrews,"geography, environmental studies and archaeology",4,76,24,0,0,36.5,10.301369863013699
1657,university of st andrews,mathematical sciences,4,40,50,10,0,30.6,10.784313725490195
1658,university of st andrews,modern languages and linguistics,4,0,90,10,0,32.75,8.854961832061068
1659,university of st andrews,business and management studies,3,73.3,26.7,0,0,22.2,16.815315315315313
1660,university of st andrews,philosophy,3,53.3,36.7,10,0,22.59,15.196989818503763
1661,university of st andrews,"psychology, psychiatry and neuroscience",3,40,60,0,0,30.2,11.258278145695364
1662,university of st andrews,economics and econometrics,3,0,50,50,0,20.5,12.195121951219512
1663,university of st andrews,clinical medicine,3,0,53.3,20,26.7,16.0,14.162499999999998
1664,university of st andrews,"music, drama, dance and performing arts",2,20,80,0,0,7.68,41.66666666666667
1665,university of st andrews,anthropology and development studies,2,0,100,0,0,14.66,20.463847203274216
1666,university of st andrews,classics,2,50,50,0,0,11.7,29.914529914529915
1667,university of st andrews,"art and design: history, practice and theory",2,20,80,0,0,12.7,25.19685039370079
1668,university of st andrews,politics and international studies,2,50,40,10,0,32.83,10.356381358513556
1669,university of st andrews,theology and religious studies,2,40,10,50,0,14.0,20.714285714285715
1670,university of st andrews,computer science and informatics,1,13.3,73.4,13.3,0,24.0,12.500000000000002
1671,university of stirling,business and management studies,5,60,32,8,0,42.8,8.224299065420562
1672,university of stirling,"agriculture, veterinary and food science",4,90,10,0,0,28.0,13.928571428571429
1673,university of stirling,social work and social policy,4,40,60,0,0,32.97,10.312405216863816
1674,university of stirling,"sport and exercise sciences, leisure and tourism",3,0,36.7,36.6,26.7,22.4,9.375
1675,university of stirling,"geography, environmental studies and archaeology",3,10,90,0,0,21.3,14.553990610328638
1676,university of stirling,"allied health professions, dentistry, nursing and pharmacy",3,53.3,20,26.7,0,24.4,13.385245901639344
1677,university of stirling,english language and literature,3,0,86.7,13.3,0,24.0,11.945833333333335
1678,university of stirling,history,2,40,60,0,0,13.0,26.153846153846153
1679,university of stirling,"communication, cultural and media studies, library and information management",2,40,60,0,0,14.7,23.129251700680275
1680,university of stirling,education,2,20,80,0,0,14.0,22.857142857142858
1681,university of stirling,"psychology, psychiatry and neuroscience",2,100,0,0,0,14.0,28.571428571428573
1682,university of stirling,computer science and informatics,2,10,50,40,0,14.4,18.75
1683,university of stirling,earth systems and environmental sciences,2,20,60,20,0,14.6,20.547945205479454
1684,university of stirling,philosophy,2,20,50,30,0,12.4,23.387096774193548
1685,university of stirling,law,2,0,40,60,0,7.91,30.34134007585335
1686,university of strathclyde,business and management studies,8,80,15,5,0,73.35,5.112474437627812
1687,university of strathclyde,"allied health professions, dentistry, nursing and pharmacy",8,75,25,0,0,74.3,5.047106325706595
1688,university of strathclyde,"aeronautical, mechanical, chemical and manufacturing engineering",8,30,50,20,0,67.2,4.613095238095238
1689,university of strathclyde,"electrical and electronic engineering, metallurgy and materials",7,32.9,55.7,11.4,0,59.2,5.430743243243244
1690,university of strathclyde,physics,4,80,20,0,0,27.0,14.074074074074074
1691,university of strathclyde,mathematical sciences,4,30,40,20,10,32.9,8.814589665653497
1692,university of strathclyde,history,3,26.7,60,13.3,0,22.2,14.11711711711712
1693,university of strathclyde,law,3,0,90,10,0,19.67,14.743263853584137
1694,university of strathclyde,computer science and informatics,3,13.3,13.4,73.3,0,20.2,11.881188118811881
1695,university of strathclyde,social work and social policy,3,63.3,36.7,0,0,15.7,23.140127388535035
1696,university of strathclyde,politics and international studies,3,60,40,0,0,19.4,18.556701030927837
1697,university of strathclyde,civil and construction engineering,3,13.3,60,26.7,0,20.2,14.188118811881187
1698,university of strathclyde,education,3,40,50,10,0,24.6,13.414634146341463
1699,university of strathclyde,english language and literature,3,40,33.3,13.4,13.3,20.2,14.851485148514852
1700,university of strathclyde,"psychology, psychiatry and neuroscience",2,80,20,0,0,12.0,31.666666666666668
1701,university of strathclyde,"architecture, built environment and planning",2,40,0,60,0,14.5,19.310344827586206
1702,university of sunderland,education,3,26.7,0,36.6,10,21.1,9.004739336492891
1703,university of sunderland,"allied health professions, dentistry, nursing and pharmacy",3,0,50,50,0,24.6,10.16260162601626
1704,university of sunderland,history,2,0,0,30,70,4.0,32.5
1705,university of surrey,"electrical and electronic engineering, metallurgy and materials",9,17.8,82.2,0,0,83.14,3.8224681260524416
1706,university of surrey,"allied health professions, dentistry, nursing and pharmacy",7,65.7,22.9,11.4,0,64.6,5.48452012383901
1707,university of surrey,business and management studies,5,0,34,50,16,41.65,5.234093637454982
1708,university of surrey,general engineering,5,33.3,56.7,10,0,54.95,5.883530482256597
1709,university of surrey,physics,4,40,50,10,0,27.5,12.0
1710,university of surrey,mathematical sciences,4,0,40,60,0,28.42,8.444757213230119
1711,university of surrey,"psychology, psychiatry and neuroscience",3,26.7,20,53.3,0,20.0,13.669999999999998
1712,university of surrey,"music, drama, dance and performing arts",3,23.3,76.7,0,0,21.5,15.037209302325582
1713,university of surrey,computer science and informatics,3,20,26.7,53.3,0,19.4,13.747422680412372
1714,university of surrey,economics and econometrics,3,0,86.7,13.3,0,20.65,13.883777239709445
1715,university of surrey,sociology,3,26.7,0,60,13.3,19.2,12.505208333333336
1716,university of surrey,english language and literature,3,53.3,33.4,13.3,0,23.95,14.19624217118998
1717,university of surrey,law,2,0,40,40,20,8.0,27.5
1718,university of surrey,"sport and exercise sciences, leisure and tourism",2,60,40,0,0,14.4,25.0
1719,university of surrey,politics and international studies,2,0,0,40,60,11.4,12.280701754385964
1720,university of sussex,biological sciences,6,43.3,43.4,13.3,0,47.61,6.931316950220542
1721,university of sussex,"psychology, psychiatry and neuroscience",5,84,16,0,0,41.4,9.27536231884058
1722,university of sussex,business and management studies,5,24,60,16,0,43.95,7.007963594994311
1723,university of sussex,english language and literature,4,20,80,0,0,34.6,9.248554913294797
1724,university of sussex,law,4,20,40,20,20,31.0,8.387096774193548
1725,university of sussex,"communication, cultural and media studies, library and information management",4,60,40,0,0,25.5,14.117647058823529
1726,university of sussex,history,3,26.7,60,13.3,0,20.0,15.670000000000002
1727,university of sussex,politics and international studies,3,50,50,0,0,21.0,16.666666666666668
1728,university of sussex,sociology,3,20,80,0,0,16.3,19.631901840490798
1729,university of sussex,economics and econometrics,3,36.7,50,13.3,0,17.4,18.586206896551726
1730,university of sussex,anthropology and development studies,3,50,50,0,0,18.5,18.91891891891892
1731,university of sussex,"geography, environmental studies and archaeology",3,80,10,10,0,20.7,17.8743961352657
1732,university of sussex,chemistry,3,0,13.3,86.7,0,16.8,12.696428571428571
1733,university of sussex,education,3,26.7,50,23.3,0,16.1,18.84472049689441
1734,university of sussex,physics,3,13.3,13.4,73.3,0,24.72,9.708737864077671
1735,university of sussex,philosophy,2,0,80,20,0,10.5,26.666666666666668
1736,university of sussex,"art and design: history, practice and theory",2,0,20,80,0,11.5,19.130434782608695
1737,university of sussex,area studies,2,0,60,40,0,13.0,20.0
1738,university of sussex,social work and social policy,2,40,60,0,0,12.4,27.419354838709676
1739,university of sussex,computer science and informatics,2,10,50,40,0,14.6,18.493150684931507
1740,university of sussex,"music, drama, dance and performing arts",2,10,90,0,0,4.2,73.80952380952381
1741,university of sussex,general engineering,2,20,70,10,0,14.0,22.142857142857142
1742,university of sussex,mathematical sciences,2,0,60,40,0,20.0,13.0
1743,university of teesside,general engineering,1,,,,,,
1744,university of ulster,"allied health professions, dentistry, nursing and pharmacy",12,20,80,0,0,32.15,9.953343701399689
1745,university of ulster,"allied health professions, dentistry, nursing and pharmacy",12,60,35,5,0,74.1,4.790823211875844
1746,university of ulster,computer science and informatics,5,18,34,32,16,39.6,6.4141414141414135
1747,university of ulster,"architecture, built environment and planning",5,58,42,0,0,38.0,9.421052631578947
1748,university of ulster,modern languages and linguistics,4,60,40,0,0,10.6,33.9622641509434
1749,university of ulster,modern languages and linguistics,4,0,70,30,0,12.4,21.774193548387096
1750,university of ulster,history,3,13.3,63.4,23.3,0,16.4,17.682926829268293
1751,university of ulster,law,3,100,0,0,0,18.8,21.27659574468085
1752,university of ulster,business and management studies,3,66.7,33.3,0,0,22.4,16.370535714285715
1753,university of ulster,"communication, cultural and media studies, library and information management",3,40,60,0,0,16.4,20.731707317073173
1754,university of ulster,"psychology, psychiatry and neuroscience",3,26.7,46.6,0,26.7,22.0,12.422727272727274
1755,university of ulster,"art and design: history, practice and theory",3,73.3,0,26.7,0,24.8,13.975806451612902
1756,university of ulster,earth systems and environmental sciences,3,0,63.3,36.7,0,18.4,14.30978260869565
1757,university of ulster,social work and social policy,3,66.7,33.3,0,0,21.2,17.297169811320753
1758,university of ulster,education,2,80,20,0,0,12.2,31.14754098360656
1759,university of ulster,"music, drama, dance and performing arts",2,90,10,0,0,13.4,29.104477611940297
1760,university of ulster,politics and international studies,2,10,50,40,0,10.75,25.11627906976744
1761,university of ulster,english language and literature,2,0,60,40,0,12.9,20.155038759689923
1762,university of wales,modern languages and linguistics,2,40,50,10,0,12.35,26.720647773279353
1763,university of wales trinity saint david,"geography, environmental studies and archaeology",2,0,20,50,30,9.8,19.387755102040813
1764,university of wales trinity saint david,classics,2,0,50,10,0,9.43,18.027571580063626
1765,university of wales trinity saint david,general engineering,2,0,0,40,60,5.0,28.0
1766,university of wales trinity saint david,theology and religious studies,1,50,50,0,0,8.2,42.6829268292683
1767,university of warwick,mathematical sciences,8,42.7,57.3,0,0,104.1,3.292026897214217
1768,university of warwick,business and management studies,6,21.8,45.5,32.7,0,104.4,2.7691570881226055
1769,university of warwick,politics and international studies,6,56.7,36.6,6.7,0,48.54,7.210548001648125
1770,university of warwick,biological sciences,5,16,68,16,0,44.88,6.684491978609625
1771,university of warwick,english language and literature,5,68,32,0,0,37.42,9.834313201496526
1772,university of warwick,history,5,48,44,8,0,39.0,8.717948717948717
1773,university of warwick,economics and econometrics,5,60,40,0,0,41.6,8.653846153846153
1774,university of warwick,"music, drama, dance and performing arts",4,50,50,0,0,27.4,12.773722627737227
1775,university of warwick,clinical medicine,4,40,40,20,0,32.35,9.891808346213292
1776,university of warwick,law,4,40,50,10,0,31.0,10.64516129032258
